workid|artist|songname|minreleasedate|num_releases|countries|avg_rating|lyrics|title_sent|lyric_sent|is_cover|artist_cnt|cov_rating_avg|times_covered
159799|The Beatles|Happiness Is a Warm Gun|1968-11-22|2|1|0|She's not a girl who misses much Do-do do-do do-do Oh, yeah She's well-acquainted with the touch of the velvet hand like a lizard on a window pane The man in the crowd with the multi-coloured mirror's on his hobnail boots Lying with his eyes while his hands are busy working overtime A soap impression of his wife which he ate and donated to the National Trust I need a fix, 'cause I'm going down Down to the bits that I left uptown I need a fix, 'cause I'm going down Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Happiness (happiness) is a warm gun (bang bang, shoot shoot) Happiness (happiness) is a warm gun, mama (bang bang, shoot shoot) When I hold you in my arms (oh, yeah) And I feel (oo) my finger on your trigger (oh, yeah) I know (oo) nobody can do me no harm (oh, yeah) Because (happiness) is a warm gun, mama (bang bang, shoot shoot) Happiness (happiness) is a warm gun, yes, it is (bang bang, shoot shoot) Happiness is a warm - yes it is - gun (happiness) (Bang bang, shoot shoot) Well, don't you know that happiness (happiness) Is a warm gun (is a warm gun), mama? (Yeah)|0.65|0.531111111111|0|16.0|50.0|21.0
159801|The Beatles|I'm So Tired|1968-11-22|2|1|0|I'm so tired I haven't slept a wink I'm so tired My mind is on the blink I wonder, should I get up and fix myself a drink? No, no, no I'm so tired I don't know what to do I'm so tired My mind is set on you I wonder should I call you But I know what you would do You'd say I'm putting you on But it's no joke It's doing me harm You know I can't sleep I can't stop my brain You know it's three weeks I'm going insane You know I'd give you everything I've got for a little peace of mind I'm so tired I'm feeling so upset Although I'm so tired I'll have another cigarette And curse Sir Walter Raleigh He was such a stupid git You'd say I'm putting you on But it's no joke It's doing me harm You know I can't sleep I can't stop my brain You know it's three weeks I'm going insane You know I'd give you everything I've got for a little peace of mind I'd give you everything I've got for a little peace of mind I'd give you everything I've got for a little peace of mind Spoken: Lissum, blussak a mizure, habuts-an-oh'en Tidja tidja tuplay Pleh!|-0.4|-0.428348214286|0|10.0|0.0|11.0
159802|The Beatles|Blackbird|1968-11-22|2|1|0|Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise Blackbird singing in the dead of night Take these sunken eyes and learn to see All your life You were only waiting for this moment to be free Blackbird fly Blackbird fly Into the light of the dark black night Blackbird fly Blackbird fly Into the light of the dark black night Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise You were only waiting for this moment to arise You were only waiting for this moment to arise|0.0|0.172463768116|0|115.0|52.0|119.0
174317|The Beatles|Two of Us|1970-05-08|3|2|0|"Spoken: ""I Dig a Pygmy"", by Charles Hawtrey and the Deaf Aids Phase One, in which Doris gets her oats Two of us riding nowhere Spending someone's hard-earned pay You and me Sunday driving Not arriving On our way back home We're on our way home We're on our way home We're going home Two of us sending postcards Writing letters on my wall You and me burning matches Lifting latches On our way back home We're on our way home We're on our way home We're going home You and I have memories Longer than the road That stretches out ahead Two of us wearing raincoats Standing solo In the sun You and me chasing paper Getting nowhere On our way back home We're on our way home We're on our way home We're going home You and I have memories Longer than the road That stretches out ahead Two of us wearing raincoats Standing solo in the sun You and me chasing paper Getting nowhere On our way back home We're on our way home We're on our way home We're going home Spoken: We're going home Better believe it Goodbye"|0.0|0.1|0|15.0|0.0|15.0
174318|The Beatles|Dig a Pony|1970-05-08|3|2|0|Spoken: Rolling? Yeah! Okay! A-one, two, three, er— Hold it! Ahh! Hold it… A-one, two, tell, you I, a-hi-hi, a-hi-hi, dig a pony Well, you can celebrate anything you want Yes, you can celebrate anything you want Oh I, a-hi-hi, a-hi-hi, do a roadhog Well, you can penetrate any place you go Yes, you can penetrate any place you go I told you so All I want is you Everything has got to be just like you want it to Because I, a-hi-hi, a-hi-hi, pick a moondog Well, you can radiate everything you are Yes, you can radiate everything you are Oh, now I, a-hi-hi, a-hi-hi, roll a stoney Well, you can imitate everyone you know Yes, you can imitate everyone you know I told you so All I want is you Everything has got to be just like you want it to Because, ah Oh, now I, a-hi-hi, a-hi-hi, feel the wind blow Well, you can indicate everything you see Yes, you can indicate anything you see Oh, now I, a-hi-hi, a-hi-hi, rode a lorry Well, you can syndicate any boat you row Yeah, you can syndicate any boat you row I told you so All I want is you Everything has got to be just like you want it to Because Ooh Spoken: Thank you, brothers.  Me, me hand's getting, er, too cold to play the chords.|0.0|0.18828125|0|5.0|0.0|5.0
174320|The Beatles|I Me Mine|1970-05-08|3|2|0|All through the day I me mine, I me mine, I me mine All through the night I me mine, I me mine, I me mine Now they're frightened of leaving it Everyone's weaving it Coming on strong all the time All through the day I me mine I me me mine I me me mine I me me mine I me me mine All I can hear I me mine, I me mine, I me mine Even those tears I me mine, I me mine, I me mine No-one's frightened of playing it Everyone's saying it Flowing more freely than wine All through the day I me mine I me me mine I me me mine I me me mine I me me mine All I can hear I me mine, I me mine, I me mine Even those tears I me mine, I me mine, I me mine No-one's frightened of playing it Everyone's saying it Flowing more freely than wine All through your life I me mine|0.0|0.446666666667|0|5.0|0.0|5.0
174321|The Beatles|Dig It|1970-05-08|2|2|0|"Like a rolling stone Like a rolling stone Like a rolling stone Like the FBI And the CIA And the BBC B. B. King And Doris Day Matt Busby Dig it Dig it Dig it Dig it Spoken: That was ""Can You Dig It?"" by Georgie Wood (dig it, dig it, dig it, dig it) And now we'd like to do ""Hark the Angels Come"" (dig it, dig it, dig it, dig it, dig it, dig it)"|0.0|0.0|0|2.0|0.0|2.0
174322|The Beatles|Let It Be|1970-05-08|8|5|0|When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom Let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom Let it be (Ooh) Let it be, let it be A-let it be, let it be Whisper words of wisdom Let it be And when the broken-hearted people Living in the world agree There will be an answer Let it be For though they may be parted There is still a chance that they will see There will be an answer Let it be Let it be, let it be Let it be, let it be Yeah, there will be an answer Let it be Let it be, let it be A-let it be, let it be Whisper words of wisdom Let it be Let it be, let it be A-let it be, yeah, let it be Whisper words of wisdom Let it be And when the night is cloudy There is still a light that shines on me Shine until tomorrow Let it be I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom Let it be Yeah, let it be, let it be Let it be, yeah, let it be Oh, there will be an answer Let it be Let it be, let it be Let it be, yeah, let it be Oh, there will be an answer Let it be Let it be, let it be Let it be, yeah, let it be Whisper words of wisdom Let it be|0.0|0.221428571429|0|107.0|50.0|109.0
174323|The Beatles|Maggie Mae|1970-05-08|2|2|0|Oh, dirty Maggie Mae Dey have taken her away And she'll never walk Down Lime Street any more Oh, the judge he guilty found her Of robbing the homeward bounder That dirty no-good robbin' Maggie Mae 'Tis the part of Liverpool Dey returned me to Two pound ten a week That was my pay|0.0|-0.225925925926|0|1.0|0.0|1.0
174324|The Beatles|I've Got a Feeling|1970-05-08|3|2|0|I've got a feeling A feeling deep inside Oh, yeah (Oh, yeah) (That's right) I've got a feeling A feeling I can't hide Oh, no, no Oh, no! Oh, no Yeah Yeah I've got a feeling Yeah Ooh Oh, please believe me I'd hate to miss the train Oh, yeah (yeah) Oh, yeah! And if you leave me I won't be late again Oh, no Oh, no! Oh, no Yeah, yeah I've got a feeling Yeah I got a feeling All these years I've been wandering around Wondering how come nobody told me All that I was looking for was somebody Who looked like you I've got a feeling That keeps me on my toes Oh, yeah (Oh, yeah) I've got a feeling I think that everybody knows Oh, yeah (Oh, yeah) Oh, yeah Yeah, yeah I have got a feeling Yeah (Yeah) Everybody had a hard year Everybody had a good time Everybody had a wet dream Everybody saw the sun shine Oh, yeah (oh, yeah) Oh, yeah Oh, yeah (Yeah) Everybody had a good year Everybody let their hair down Everybody pulled their socks up (yeah?) Everybody put their foot down Oh, yeah (Yeah) (Whoo-hoo!) (I've got a feeling) Everybody had a good year (A feeling deep inside) Everybody had a hard time (Oh, yeah) Everybody had a wet dream (Oh, yeah) Everybody saw the sun shine (I've got a feeling) Everybody had a good year (A feeling I can't hide) Everybody let their hair down (Oh, no) Everybody pull their socks up (Oh, no, no) Everybody put their foot down Oh, yeah (Yeah) I've got a feeling I've got a feeling (Oh, yeah) I've got a feeling Yeah Spoken: Oh, my soul So hard|0.0|0.00255731922399|0|8.0|40.0|11.0
174325|The Beatles|One After 909|1970-05-08|5|3|0|My baby says she's travelling On the one after 909 I said Move over honey I'm travelling on that line I said Move over once Move over twice Come on, baby, don't be cold as ice Said she's travelling on the one after 909 I begged her not to go And I begged her on my bended knee (yes, I did) You're only fooling 'round Only fooling 'round with me I said Move over once Move over twice Come on, baby, don't be cold as ice Said she's travelling on the one after 909 Pick up my bags, run to the station Railman said You've got the wrong location Pick up the bag, run right home Then I find I've got the number wrong Well, she said she's travelling on the one after 909 I said Move over honey I'm travelling on that line I said Move over once Move over twice Come on, baby, don't be cold as ice Said she's travelling on the one after 909 Yeah Pick up my bags, run to the station Railman said You've got the wrong location (yeah) Pick up my bags, run right home (run right home) Then I find I got the number wrong Well, she said she's travelling on the one after 909 I said Move over honey I'm travelling on that line I said Move over once Move over twice Come on, baby, don't be cold as ice Said she's travelling on the one after 9-0 She said she's travelling on the one after 9-0 She said she's travelling on the one after 909 Oh, Danny Boy The altar men are calling|0.0|-0.262857142857|0|10.0|0.0|10.0
174326|The Beatles|The Long and Winding Road|1970-05-08|6|4|0|The long and winding road That leads to your door Will never disappear I've seen that road before It always leads me here Lead me to your door The wild and windy night That the rain washed away Has left a pool of tears Crying for the day Why leave me standing here? Let me know the way Many times I've been alone And many times I've cried Anyway, you'll never know The many ways I've tried And still they lead me back To the long, winding road You left me standing here A long, long time ago Don't leave me waiting here Lead me to your door But still they lead me back To the long, winding road You left me standing here A long, long time ago Don't keep me waiting here (Don't keep me waiting) Lead me to your door Yeah, yeah, yeah, yeah|-0.05|0.0617647058824|0|78.0|65.0|82.0
